registration;latitude;longitude;birthdate;ssn;mail;blood_group;station_ID;user_id
2020-10-28;-54.4259735;61.111617;;368-19-3452;schinkerebecca@hotmail.de;B+;23;
2020-11-17;11.0358465;-137.929222;1978-12-24;313-43-0753;wmatsumoto@gmail.com;B+;235;
2020-11-17;;;1978-12-24;70496521306;vfonseca@gmail.com;A+;646;
2020-01-10;-84.0410615;176.08219;;FOAGMR45E70M261T;hgranatelli@hotmail.it;B+;675;
2019-06-24;84.543519;146.956132;;599-99-5247;alexishall@yahoo.com;O+;514;
2020-09-26;-67.77619;121.242426;1927-01-12;491-34-1084;kishikawa@gmail.com;A-;430;
2024-07-31;79.204204;-2.798072;1965-12-17;846-43-4491;cbarth@hotmail.de;O-;31;
2021-07-28;62.2005365;48.46458;1994-04-22;DPRGLT68E08I855Z;rominatarantino@gmail.com;A-;320;
2019-01-16;-53.3563155;-58.826186;1971-04-21;696-01-6148;shotaito@gmail.com;O-;647;
2019-07-22;-60.4301525;174.911931;2013-10-03;390-26-9330;frithjofgierschner@googlemail.com;B-;718;
2024-10-31;38.2785115;-120.264395;;145-66-1968;gary51@gmail.com;AB+;392;
2020-08-01;1.7103905;-78.328603;;02973841631;alvesyasmin@ig.com.br;AB-;402;
2025-02-10;-38.6359005;158.625911;1992-08-27;406-26-0971;brandon23@gmail.com;B+;100;
2022-03-11;19.1691365;65.310331;;581-17-3919;phoward@gmail.com;A-;724;
2021-06-19;0.377671;8.759854;;438-21-6808;hidekitakahashi@hotmail.com;A+;592;
2019-02-05;5.031339;-101.580577;;653-93-9391;naoki10@gmail.com;A-;412;
2023-04-07;5.5667255;140.454319;1952-07-15;ZNIMSM99D43C045D;marta66@fastwebnet.it;B+;709;
2021-04-03;89.481541;-163.288929;2003-03-08;TRNVCR67C31G742A;mpapafava@tele2.it;A+;714;
2020-03-07;67.395374;22.225829;;018-28-4161;ryoheishimizu@gmail.com;O-;365;
2022-10-24;-52.7841685;-147.17022;;733-41-6547;sheila56@yahoo.com;A+;506;
2024-12-27;56.785435;-108.197787;;117-59-4918;kaorisasaki@gmail.com;B+;393;
2024-02-06;4.274862;24.249135;;186-69-7227;okamotoatsushi@yahoo.com;B+;59;
2024-09-24;39.56788;-44.690265;;CLRLSE69T05A294V;daria94@tele2.it;O-;139;
2021-11-01;-29.601778;-28.817081;;406-36-3968;brittany26@yahoo.com;O+;631;
2019-12-09;4.065837;18.284883;;246-74-1836;gkobayashi@yahoo.com;B-;297;
2023-04-16;85.5880635;144.19927;;497-47-8933;kathleen29@yahoo.com;B+;62;
2018-12-10;-76.248629;-59.865146;1950-09-11;82467095185;moreirayuri@ig.com.br;AB+;240;
2018-12-10;;;1950-09-11;831-33-4832;margita57@aol.de;AB-;520;
2022-02-03;-7.573189;87.28295;1997-04-12;BRZBLS64T49E608D;qredi@libero.it;AB+;30;
2023-10-01;-4.696287;56.219446;;208-51-7774;dursunhoelzenbecher@aol.de;AB-;136;
2022-05-03;-34.3503525;67.404211;1977-01-20;346-02-1460;ihernandez@hotmail.com;A-;729;
2024-11-12;;;1915-04-27;08659731212;leandro05@yahoo.com.br;O+;676;
2021-01-25;47.5586;-121.957912;1949-05-27;BMBNGN11C09I791K;evezzali@tele2.it;O-;240;
2020-05-29;-74.6699355;98.928226;1931-06-03;92768105449;henrique@yahoo.com.br;AB-;242;
2019-04-30;-24.530676;124.109378;1964-05-27;SDRRGR90M70I539I;fsurian@virgilio.it;O+;236;
2022-11-04;24.698918;29.550666;1941-02-05;LPRSIA71T17L934C;olivettifulvio@poste.it;O-;180;
2019-01-02;-64.5652755;136.476372;2019-08-19;CMLFLV87B57C674C;goffredo31@libero.it;O-;160;
2025-06-29;30.6482015;-51.47044;1916-08-15;280-14-3310;dayjay@hotmail.com;AB+;526;
2018-10-31;-25.932542;54.317245;2017-08-28;120-77-7320;wolfgangmude@gmx.de;B-;486;
2025-05-07;-51.544639;126.222145;2008-06-04;804-04-2545;kylerodriguez@gmail.com;O+;559;
2021-11-02;23.60953;158.75206;;431-85-8925;itoyuta@yahoo.com;AB-;213;
2024-08-12;-17.2616455;163.846251;;735-65-3311;thomascooper@gmail.com;AB+;271;
2019-04-26;-48.5804155;-138.229151;2017-07-29;729-21-7523;akirainoue@hotmail.com;AB-;265;
2020-10-11;16.831908;62.178427;;176-56-3839;vford@hotmail.com;AB-;536;
2023-09-26;46.3220445;155.611091;;547-70-5810;kazimatzler@yahoo.de;A-;301;
2023-05-10;71.429693;114.552311;1951-05-09;499-47-1531;kennethlopez@yahoo.com;A+;48;
2025-04-04;;;1927-12-20;67342581062;mrios@bol.com.br;B+;687;
2024-05-14;-47.008545;-153.212611;;555-13-8677;tamara66@yahoo.com;A-;216;
2020-02-28;3.3374075;-118.638922;1955-04-29;884-35-3065;satoakira@yahoo.com;AB+;605;
2019-05-27;0.7591435;-25.508456;2005-09-24;002-63-7099;edavis@yahoo.com;AB+;404;
2021-04-07;8.0930365;-131.509066;1998-09-29;395-99-9085;ffreeman@gmail.com;A-;389;
2020-06-26;83.991145;29.194472;1939-08-03;573-87-2867;kennethsmith@gmail.com;B-;36;
2020-04-27;81.062416;-78.229685;;361-69-6434;akemi23@yahoo.com;O-;257;
2019-04-04;-66.283922;115.06704;;BLBTTR17C53M011V;uberto57@gmail.com;AB-;393;
2025-08-08;-34.3615105;-3.735515;1963-10-26;85147320644;kporto@bol.com.br;B+;170;
2019-07-23;74.492565;123.603269;1944-12-09;SLVRMN77H11B569I;gelsominabersani@gmail.com;AB-;146;
2018-10-28;-53.4496795;48.038535;;630-26-0732;karolin34@web.de;AB+;246;
2025-08-27;71.2112865;176.55466;2005-07-21;ZNZCRT45D17E504X;vrocca@hotmail.com;O+;34;
2019-09-21;1.225956;-166.136907;1987-07-16;071-48-3637;nathancook@hotmail.com;AB+;723;
2018-12-03;21.7036105;137.192845;;VDOMLT47L50C148G;wantonini@tele2.it;A-;630;
2024-08-13;-39.897377;31.110298;;773-37-7677;yosukekato@yahoo.com;A+;608;
2022-08-02;-79.426802;-41.509315;;534-82-3085;minorusato@hotmail.com;O+;257;
2024-02-08;61.7634215;-130.312854;;066-45-7966;thamann@googlemail.com;A+;584;
2019-01-17;66.6908355;-142.150704;;51486793010;theo14@bol.com.br;O+;459;
2024-01-09;76.001979;-43.826716;;PGNCNT99S22D697H;adinolficoncetta@tim.it;O+;328;
2019-04-07;-46.5875735;3.015374;;MCHGNI73P68H027Q;nino39@libero.it;B-;687;
2020-02-06;88.8253075;84.798894;;748-15-5807;susannorris@gmail.com;B+;172;
2022-01-06;-16.32852;94.694791;1971-05-16;398-26-4764;putzwolfgang@gmail.com;AB-;392;
2020-04-02;-60.8011975;120.663005;;136-32-8474;shoheiyamamoto@hotmail.com;A+;464;
2021-09-19;-7.9245655;-56.847751;1974-09-19;50674928130;mota@bol.com.br;AB-;664;
2022-03-27;63.2086035;-142.269224;;917-19-2287;zschmiedt@web.de;A+;417;
2021-08-06;-61.8074185;-69.87849;1946-03-08;023-79-3266;eflantz@gmail.com;A+;535;
2019-09-08;-75.3314835;-103.104612;1957-12-22;072-08-7488;rpatterson@hotmail.com;AB-;712;
2020-07-20;-7.5814555;-48.152189;;482-95-0914;yamaguchihiroshi@yahoo.com;AB-;497;
2023-05-09;21.105094;173.849159;1917-10-23;945-70-0871;traudelatzler@gmx.de;O+;270;
2024-08-18;76.3671225;147.616397;;776-95-8633;hokamoto@gmail.com;O-;283;
2020-05-20;88.669381;93.672172;2019-02-14;NGRRSL81E18G436A;beccariapiero@libero.it;A+;199;
2023-12-09;-74.2033925;161.286554;;680-22-9129;nakajimatsubasa@gmail.com;AB+;669;
2020-05-21;-15.4647435;110.793801;1989-12-20;485-69-0971;truebliesel@web.de;O+;304;
2023-12-10;59.477388;171.644707;;42385610906;rosa@bol.com.br;O-;431;
2024-07-17;-18.079538;29.602012;;061-36-5287;umatsumoto@yahoo.com;A-;372;
2024-03-28;-38.886207;-2.358478;;812-74-3892;smithalexander@yahoo.com;AB-;191;
2019-12-18;35.165298;129.576243;2004-01-21;327-86-0139;warmernada@web.de;A+;259;
2024-02-24;-40.8603475;-22.657686;;35084971600;fsales@gmail.com;A-;100;
2025-08-29;-19.7175185;-53.025543;;289-18-8914;yumikokobayashi@gmail.com;AB+;283;
2024-04-04;-54.197645;126.661366;1974-01-17;117-98-3539;brandonjones@yahoo.com;AB+;71;
2021-12-27;46.3908805;-55.266322;2015-09-11;FNTGVN46A16B374V;tiziano45@libero.it;AB-;56;
2021-12-27;;;2015-09-11;966-60-6384;irmakohl@web.de;B-;204;
2021-02-09;-23.1101175;-82.99276;;LFNFRN19P18A192X;antonio70@tim.it;AB-;422;
2020-05-23;63.8489235;-99.425421;1929-02-16;91286435005;pastorpaulo@ig.com.br;B-;167;
2023-08-14;69.476441;-2.899133;;LBNTNO13A09D770B;giustino20@libero.it;B+;130;
2022-08-29;18.9746495;-30.781909;1911-06-03;MRCMLS42A23L873J;ivocerutti@tele2.it;AB+;425;
2025-05-29;46.6977635;-119.970277;;882-18-9114;nanami23@gmail.com;B-;337;
2022-11-14;-53.8366445;48.739387;1910-03-10;832-67-6640;michael81@hotmail.com;A+;288;
2025-06-26;70.7701265;159.077321;;GRBMRN25E21C544K;jilanihugo@libero.it;A+;486;
2020-04-30;48.8505065;-20.143984;1948-10-09;788-81-9629;ryosuke17@yahoo.com;O+;416;
2023-02-23;2.5606655;-27.962037;;178-67-7756;vgnatz@hotmail.de;A-;562;
2019-04-25;59.982824;-41.357866;;250-06-3338;ishikawamiki@gmail.com;AB+;279;
2020-05-04;4.633285;-154.581062;;835-85-8587;sotojeremy@gmail.com;O-;587;
2022-06-01;;;1993-07-09;671-54-2406;yuki25@yahoo.com;AB+;330;
2019-11-04;-42.3138455;-89.962031;1975-01-07;380-47-4634;yamaguchijun@yahoo.com;B+;624;
2022-12-23;69.1701105;13.233431;;150-65-9690;abemanabu@yahoo.com;O-;497;
2020-12-21;65.340083;-87.148899;;283-20-3676;saitoyumiko@yahoo.com;O+;280;
2018-12-18;16.1054545;-14.311229;;471-63-6703;samantha96@yahoo.com;A-;130;
2020-02-28;-12.2344805;47.780066;;253-44-0229;ystiebitz@gmail.com;AB+;328;
2021-06-26;6.0277725;161.579636;2006-11-15;859-03-1255;qbrown@hotmail.com;A+;62;
2022-08-22;;;1995-02-24;377-68-5727;atsushihasegawa@hotmail.com;A+;342;
2024-11-25;-29.29412;-149.759911;2002-09-27;533-99-6618;moranmark@hotmail.com;B-;393;
2020-03-21;5.6687135;131.295502;1952-07-16;814-87-8021;emilymoyer@yahoo.com;AB+;543;
2019-05-02;56.611606;-156.500221;1937-07-24;528-98-3150;eddieramirez@hotmail.com;A+;690;
2019-10-25;27.968389;-66.414829;;19524738023;novaismanuela@hotmail.com;B-;77;
2022-01-23;;;;BCCPRG49C56B955P;antonio90@vodafone.it;O-;352;
2023-07-14;79.9387125;171.604725;;BRNGLI58L59C324W;hugoscalera@gmail.com;B+;67;
2020-03-28;57.450811;-121.856011;;307-46-0119;qwatanabe@hotmail.com;AB-;243;
2023-03-05;66.4416775;25.092433;1950-05-09;906-02-5876;trubvalerie@yahoo.de;A+;623;
2021-03-07;46.729699;148.54481;2018-10-02;NTNRSR40R59E337X;chittolinipasquale@live.com;B-;261;
2020-03-02;10.3668;7.344683;;285-29-0441;uwe21@gmx.de;AB+;246;
2020-08-08;-46.0269725;-161.797348;;664-33-0249;ramirezlinda@yahoo.com;O+;413;
2022-12-14;-47.8297935;-80.843351;;611-39-8956;takahashimaaya@yahoo.com;B+;42;
2023-03-20;-60.7735535;-36.921228;2015-01-17;624-24-2929;wporter@gmail.com;B-;498;
2021-11-16;-8.804074;-138.35278;;RTCMME37L02G152B;sermontitina@outlook.com;A-;401;
2024-10-05;71.353223;-91.776061;;267-67-2142;yaseminbriemer@gmail.com;O-;70;
2022-01-03;;;1990-09-12;VCLNTN34P56I830R;gianpaolo91@libero.it;AB-;237;
2024-08-24;59.215275;124.464259;2015-06-07;405-15-7797;dussentraudel@googlemail.com;O+;593;
2022-07-29;-29.237029;-107.385625;;BRCFRN89R63M361S;giustino19@gmail.com;O-;291;
2020-09-13;8.0320305;53.225779;1927-05-19;52834791023;beatrizpacheco@yahoo.com.br;B-;439;
2019-03-04;-75.0746795;94.115307;2022-06-03;18347209588;dom27@hotmail.com;A+;319;
2025-04-29;-34.3164945;-33.979367;;969-50-2503;birgit63@googlemail.com;O-;371;
2025-07-05;-80.876664;-48.356032;;248-93-7824;naokiogawa@gmail.com;B-;91;
2020-05-09;-41.1122275;146.228241;;TSOCLD30P49H366S;lazzarocrisafulli@tin.it;B+;97;
2024-04-15;12.5091535;125.480436;1944-11-24;513-49-6271;justin58@gmail.com;AB+;480;
2019-02-11;31.090215;121.03275;1987-08-02;SRMRMN62C17M404J;eerrigo@fastwebnet.it;AB-;107;
2024-10-06;-43.67115;-100.341053;;079-71-7630;jessicajohnson@hotmail.com;B-;642;
2023-05-04;-89.6172155;-4.223052;;765-42-6749;osamu14@yahoo.com;A-;229;
2021-08-01;73.6657955;-153.368107;2008-10-28;83627149050;pintofelipe@hotmail.com;AB-;264;
2019-02-17;9.6205425;-79.648183;;874-96-3317;wloeffler@web.de;B+;684;
2021-04-29;-64.8672505;34.79463;;185-31-1877;stiebitzclara@gmail.com;B-;60;
2020-06-18;-20.935852;-7.171404;;PRZTTN51C28B697P;cpalladio@libero.it;B+;395;
2019-10-07;-45.5292765;48.485698;;753-57-0754;marc97@yahoo.com;B+;461;
2022-12-20;26.5072455;85.593189;2008-10-22;177-15-2857;haruka26@yahoo.com;AB+;568;
2019-09-08;-77.497173;-102.22259;;71983605484;juanmendonca@ig.com.br;AB+;513;
2024-05-28;9.421522;85.684489;;231-63-0326;albina62@googlemail.com;A+;527;
2024-10-09;-83.9379665;-167.991947;;728-04-3318;angelasmith@gmail.com;O-;271;
2019-05-11;50.977385;-72.476166;;07321465934;helena79@uol.com.br;B-;266;
2023-04-11;-71.8194695;176.537997;;122-76-4758;minoruyamada@gmail.com;AB+;151;
2020-05-05;86.96297;33.220934;2010-03-29;ZRLCRT05S06I029I;amicocianciolo@hotmail.com;O-;100;
2022-09-05;-49.0051955;32.865958;1935-04-17;67902541370;lunna28@yahoo.com.br;A-;455;
2020-09-09;-54.195547;-24.590385;1945-11-28;515-51-0492;smithpaul@gmail.com;A+;405;
2019-04-26;-8.5538995;-122.652935;1932-10-10;335-56-8974;benjamin25@hotmail.com;B+;653;
2022-03-28;-46.4309535;12.802149;2003-09-27;BTNMNC86A13B513Z;lazzaro22@virgilio.it;B-;463;
2020-04-01;-62.6572855;53.998229;;MNLNTA79L17A514D;serena28@outlook.com;A+;210;
2021-11-21;-14.185339;-139.221891;;079-27-5148;yoichiaoki@hotmail.com;AB-;35;
2025-09-13;-80.5717125;83.653412;1997-09-18;986-55-4350;joergen49@gmx.de;O-;468;
2020-04-01;9.4523915;75.87755;1917-02-14;291-20-1346;ottogude@gmail.com;AB-;532;
2022-12-10;23.3917935;127.09182;2016-12-02;007-50-7330;yamazakihideki@hotmail.com;O+;482;
2024-09-09;35.328368;15.800182;;192-92-7212;psuzuki@yahoo.com;AB-;8;
2020-07-05;;;;334-52-5036;yasminluebs@yahoo.de;B+;246;
2025-01-19;-84.715965;-150.023533;;FBBDNT18P47D565T;gaetanoerrani@hotmail.com;A+;476;
2019-01-14;-34.7651125;24.099108;;895-01-9552;kunibert09@googlemail.com;O-;680;
2022-08-30;57.6613405;50.601961;;SLRLMR53L47I589M;tirabassirossana@gmail.com;A-;46;
2025-05-04;-60.0810175;-32.307997;;SNTNNZ76L31C267B;enzio27@yahoo.com;O+;38;
2020-12-10;15.878495;1.364087;;89537126021;lavinia12@bol.com.br;A+;302;
2025-09-22;;;2009-03-23;316-25-6901;ofritsch@hotmail.de;AB+;712;
2024-11-20;58.0823625;179.869479;;563-29-9384;salzchristos@hotmail.de;O+;714;
2025-03-20;-44.430773;-150.913731;2013-10-13;62894103778;felipe04@yahoo.com.br;B-;424;
2021-11-27;-22.1862985;109.388253;1982-04-14;38524091606;rabreu@ig.com.br;AB-;260;
2021-05-06;-6.280178;12.515062;2021-04-08;419-87-1152;igor41@gmail.com;O-;312;
2023-05-19;28.8901475;-170.323318;1945-02-17;853-79-0063;satomaaya@hotmail.com;O-;198;
2021-04-19;-52.6188675;-99.474489;2023-02-25;51429038705;ssa@ig.com.br;B+;596;
2024-01-19;-46.692086;-162.551752;;517-87-8135;takahashiyosuke@gmail.com;B-;228;
2024-04-29;-58.8993965;-121.019763;2023-12-12;GRSFLR63P21D670P;cplatini@vodafone.it;B+;621;
2022-10-18;44.2422515;20.763877;;92456817346;sampaioyasmin@gmail.com;O-;37;
2022-02-13;8.362272;-125.249855;;56973012868;ryan55@uol.com.br;B+;324;
2022-03-07;-3.3879625;76.94984;;193-43-4596;petra19@aol.de;B-;227;
2025-08-21;-55.178508;75.690947;1969-11-06;122-16-3647;elenabender@yahoo.de;A-;436;
2022-11-15;54.4258975;10.298109;1990-09-04;GNZDRA93L16H245F;elladiostaglieno@gmail.com;AB+;61;
